file_id	-	total_length	rep_type	relaxase_type	mpf_type	orit_type	PredictedMobility
AI2855_v1_c9	G521	3892	-	-	-	-	Non-mobilizable
AI2856_v1_c1	-	5278098	-	-	MPF_T	-	Non-mobilizable
AI2856_v1_c2	G1	121082	rep_cluster_1418,IncFII	MOBP	MPF_I	-	Conjugative
AI2856_v1_c3	G1	75254	rep_cluster_2050,ColRNAI_rep_cluster_1987,IncR	MOBP	-	-	Mobilizable
AI2856_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2856_v1_c5	G15	54404	rep_cluster_1	-	-	-	Non-mobilizable
AI2856_v1_c6	G522	7926	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2856_v1_c7	G523	4715	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2856_v1_c8	G932	2674	-	-	-	-	Non-mobilizable
AI2857_v1_c1	-	5034972	-	-	-	-	Non-mobilizable
AI2857_v1_c2	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2858_v1_c1	-	5101183	-	-	-	-	Non-mobilizable
AI2858_v1_c2	G1	107837	IncFIB,IncFIIA,IncFII,IncFIA	MOBF	MPF_F	MOBF	Conjugative
AI2858_v1_c3	G1	46161	IncX3	MOBP	MPF_T	-	Conjugative
AI2858_v1_c4	G989	10122	rep_cluster_1155	-	-	-	Non-mobilizable
AI2858_v1_c5	G933	5593	ColRNAI_rep_cluster_1857	MOBP,MOBP	-	MOBP	Mobilizable
AI2858_v1_c6	G990	3638	-	MOBQ	-	-	Mobilizable
AI2858_v1_c7	G1098	2924	-	-	-	-	Non-mobilizable
AI2858_v1_c8	G524	1934	ColRNAI_rep_cluster_1993	-	-	-	Non-mobilizable
AI2858_v1_c9	G525	1459	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2859_v1_c1	-	4959979	-	-	MPF_F	-	Non-mobilizable
AI2859_v1_c2	G1	207148	IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2859_v1_c3	G1	72412	IncL/M	MOBP	MPF_I	-	Conjugative
AI2859_v1_c4	G526	4760	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2859_v1_c5	G527	3299	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2859_v1_c6	G528	2511	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2860_v1_c1	-	4783841	-	-	-	-	Non-mobilizable
AI2860_v1_c2	G1	160357	IncFIB,IncQ1,IncFII,IncFIIA	MOBF	MPF_F	MOBF	Conjugative
AI2860_v1_c3	G1	72412	IncL/M	MOBP	MPF_I	-	Conjugative
AI2860_v1_c4	G529	4638	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2860_v1_c5	G530	1552	ColRNAI_rep_cluster_1885	-	-	MOB_unknown	Mobilizable
AI2861_v1_c1	-	5343517	-	-	MPF_T	-	Non-mobilizable
AI2861_v1_c2	G1	214202	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2861_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2862_v1_c1	-	5530992	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2862_v1_c2	G531	4593	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
AI2863_v1_c1	-	5442491	-	-	MPF_T	-	Non-mobilizable
AI2863_v1_c2	G1	248552	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2863_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2863_v1_c4	G532	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2865_v1_c1	-	4663323	-	-	-	-	Non-mobilizable
AI2865_v1_c2	G1	123995	IncFII,IncFIB	MOBF	MPF_T	-	Conjugative
AI2865_v1_c3	G1	88765	IncL/M	MOBP	MPF_I	-	Conjugative
AI2865_v1_c4	G1	59044	IncR	-	-	-	Non-mobilizable
AI2865_v1_c5	G533	4783	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2865_v1_c6	G991	4183	-	-	-	-	Non-mobilizable
AI2865_v1_c7	-	3885	-	-	-	-	Non-mobilizable
AI2865_v1_c8	G534	2504	ColRNAI_rep_cluster_1857	-	-	MOB_unknown	Mobilizable
AI2866_v1_c1	-	4854432	-	-	-	-	Non-mobilizable
AI2866_v1_c2	G1	66565	IncL/M	MOBP	MPF_I	-	Conjugative
AI2866_v1_c3	G535	34587	IncFII	-	MPF_T	-	Non-mobilizable
AI2866_v1_c4	-	26817	-	-	-	-	Non-mobilizable
AI2866_v1_c5	G536	4096	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2867_v1_c1	-	5426948	-	-	MPF_T	-	Non-mobilizable
AI2867_v1_c2	G1	245322	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2867_v1_c3	G1	88765	IncL/M	MOBP	MPF_I	-	Conjugative
AI2867_v1_c4	G537	4921	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2867_v1_c5	G538	4471	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2867_v1_c6	G539	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2868_v1_c1	-	5430204	-	-	MPF_T	-	Non-mobilizable
AI2868_v1_c2	G1	317791	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2868_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2868_v1_c4	G540	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2870_v1_c1	-	5366494	-	-	MPF_T	-	Non-mobilizable
AI2870_v1_c2	G1	170656	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2870_v1_c3	G1	68994	IncL/M	MOBP	MPF_I	-	Conjugative
AI2870_v1_c4	G1	52185	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2871_v1_c1	-	5378054	-	-	MPF_T	-	Non-mobilizable
AI2871_v1_c2	G1	221947	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2871_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2871_v1_c4	G1	51318	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2872_v1_c1	-	5187671	-	-	-	-	Non-mobilizable
AI2872_v1_c2	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2873_v1_c1	-	5350008	-	-	MPF_T	-	Non-mobilizable
AI2873_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2873_v1_c3	G1	51318	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2874_v1_c1	-	5350976	-	-	MPF_T	-	Non-mobilizable
AI2874_v1_c10	G541	107	-	-	-	-	Non-mobilizable
AI2874_v1_c2	G1	216726	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2874_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2874_v1_c4	G1	44296	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2874_v1_c5	G542	5869	-	-	-	-	Non-mobilizable
AI2874_v1_c6	G543	2534	-	-	-	-	Non-mobilizable
AI2874_v1_c7	G544	1040	-	-	-	-	Non-mobilizable
AI2874_v1_c8	G545	357	-	-	-	-	Non-mobilizable
AI2874_v1_c9	G546	356	-	-	-	-	Non-mobilizable
AI2875_v1_c1	-	5396535	rep_cluster_24	-	MPF_T	-	Non-mobilizable
AI2875_v1_c2	G1	130198	IncFIB	-	-	-	Non-mobilizable
AI2875_v1_c3	G1	64722	IncL/M	MOBP	MPF_I	-	Conjugative
AI2876_v1_c1	-	5329541	-	-	MPF_T	-	Non-mobilizable
AI2876_v1_c2	G1	37770	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2877_v1_c1	-	5412845	-	-	MPF_T	-	Non-mobilizable
AI2877_v1_c2	G1	51281	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2878_v1_c1	-	5256861	-	-	MPF_T	-	Non-mobilizable
AI2878_v1_c2	G1	157607	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2878_v1_c3	G1	89819	IncN,IncFIIA,IncFII	MOBF	MPF_F	MOBF	Conjugative
AI2878_v1_c4	G1	65230	IncR	MOBP	MPF_T	MOBF	Conjugative
AI2879_v1_c1	-	5350199	-	-	MPF_T	-	Non-mobilizable
AI2879_v1_c2	G1	208690	IncFII,IncFII,IncFIB	-	MPF_F	-	Non-mobilizable
AI2879_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2879_v1_c4	G1	51281	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2879_v1_c5	G547	9903	-	-	-	-	Non-mobilizable
AI2879_v1_c6	G548	2534	-	-	-	-	Non-mobilizable
AI2879_v1_c7	G549	380	-	-	-	-	Non-mobilizable
AI2879_v1_c8	G550	356	-	-	-	-	Non-mobilizable
AI2880_v1_c1	-	5411034	-	-	MPF_T	-	Non-mobilizable
AI2880_v1_c2	G1	121256	IncFIB,IncFIB	MOBP	-	-	Mobilizable
AI2880_v1_c3	G1	117913	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2880_v1_c4	G551	5838	-	MOBP	-	-	Mobilizable
AI2880_v1_c5	G552	4714	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2880_v1_c6	G553	4052	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2880_v1_c7	G554	3479	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2882_v1_c1	-	5345862	-	-	MPF_T	-	Non-mobilizable
AI2882_v1_c2	G1	206671	IncFIB	MOBF	MPF_F	-	Conjugative
AI2882_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2882_v1_c4	G555	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2883_v1_c1	-	5305680	-	-	-	-	Non-mobilizable
AI2883_v1_c2	G1	221186	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2883_v1_c3	G1	114840	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2883_v1_c4	G556	6761	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2883_v1_c5	G557	5225	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	-	Mobilizable
AI2883_v1_c6	G558	4859	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2883_v1_c7	G559	1917	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2884_v1_c1	-	5186895	-	-	-	-	Non-mobilizable
AI2884_v1_c2	G1	63570	IncL/M	MOBP	MPF_I	-	Conjugative
AI2885_v1_c1	-	5408710	-	-	-	-	Non-mobilizable
AI2885_v1_c2	G1	176999	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2885_v1_c3	G1	79391	IncL/M	MOBP	MPF_I	-	Conjugative
AI2885_v1_c4	G560	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2886_v1_c1	-	5205972	-	-	-	-	Non-mobilizable
AI2886_v1_c2	G1	153075	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2886_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2887_v1_c1	-	5186011	-	-	-	-	Non-mobilizable
AI2887_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2887_v1_c3	-	4831	-	-	-	-	Non-mobilizable
AI2888_v1_c1	-	5259432	-	-	-	-	Non-mobilizable
AI2888_v1_c2	G1	201961	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2888_v1_c3	G1	84462	IncI1	MOBP	MPF_I	MOBP	Conjugative
AI2888_v1_c4	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2889_v1_c1	-	5270641	-	-	-	-	Non-mobilizable
AI2889_v1_c2	G1	242397	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2889_v1_c3	G1	114840	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2889_v1_c4	G561	6761	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2889_v1_c5	G562	5225	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	-	Mobilizable
AI2889_v1_c6	G563	4859	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2889_v1_c7	G564	1917	ColRNAI_rep_cluster_1987	-	-	MOBP	Mobilizable
AI2890_v1_c1	-	4742462	-	-	-	-	Non-mobilizable
AI2890_v1_c2	G1	148717	IncFIB,IncFIIA,IncFII	MOBF	MPF_F	-	Conjugative
AI2890_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2890_v1_c4	G565	8547	ColRNAI_rep_cluster_1857	MOBP,MOBP	-	MOBP	Mobilizable
AI2891_v1_c1	-	5350008	-	-	MPF_T	-	Non-mobilizable
AI2891_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2891_v1_c3	G1	51318	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2892_v1_c1	-	5253217	-	-	MPF_T	-	Non-mobilizable
AI2892_v1_c2	G1	221947	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2892_v1_c3	G566	73672	-	-	-	-	Non-mobilizable
AI2892_v1_c4	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2892_v1_c5	G1	51133	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2892_v1_c6	G566	21181	-	-	-	-	Non-mobilizable
AI2892_v1_c7	G567	1656	-	-	-	-	Non-mobilizable
AI2892_v1_c8	G568	1192	-	-	-	-	Non-mobilizable
AI2892_v1_c9	-	123	-	-	-	-	Non-mobilizable
AI2893_v1_c1	-	5229763	-	-	MPF_T	-	Non-mobilizable
AI2893_v1_c2	G1	96191	IncFIB	-	MPF_T	-	Non-mobilizable
AI2893_v1_c3	G1	65502	IncL/M	MOBP	MPF_I	-	Conjugative
AI2893_v1_c4	G15	53770	rep_cluster_1	-	-	-	Non-mobilizable
AI2893_v1_c5	G569	9297	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2893_v1_c6	G570	6996	-	-	-	-	Non-mobilizable
AI2894_v1_c1	-	4770068	-	-	-	-	Non-mobilizable
AI2894_v1_c2	G1	154854	IncFIB,IncQ1,IncFIIA,IncFII	MOBP,MOBF	MPF_F	MOBF	Conjugative
AI2894_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2894_v1_c4	G944	26835	-	-	-	-	Non-mobilizable
AI2894_v1_c5	G571	3205	ColRNAI_rep_cluster_1857	-	-	MOBP,MOB_unknown	Mobilizable
AI2895_v1_c1	-	5319419	-	-	MPF_T	-	Non-mobilizable
AI2895_v1_c2	G1	168497	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2895_v1_c3	G1	66699	IncL/M	MOBP	MPF_I	-	Conjugative
AI2895_v1_c4	G1	50985	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2896_v1_c1	-	5349808	-	-	MPF_T	-	Non-mobilizable
AI2896_v1_c2	G1	198434	IncFIB	MOBF	MPF_F	-	Conjugative
AI2896_v1_c3	G1	64005	IncL/M	MOBP	MPF_I	-	Conjugative
AI2896_v1_c4	G1	49511	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2896_v1_c5	G572	3991	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2896_v1_c6	-	3357	-	-	-	-	Non-mobilizable
AI2897_v1_c1	-	5409473	-	-	MPF_T	-	Non-mobilizable
AI2897_v1_c2	G1	51207	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2898_v1_c1	-	5400154	-	-	MPF_T	-	Non-mobilizable
AI2898_v1_c2	G1	119298	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2898_v1_c3	G1	96925	IncFIB	-	-	-	Non-mobilizable
AI2898_v1_c4	G1	38201	IncFIB	MOBP	-	-	Mobilizable
AI2898_v1_c5	G945	5838	-	MOBP	-	-	Mobilizable
AI2898_v1_c6	G573	4713	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2898_v1_c7	G574	4052	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2898_v1_c8	G575	3479	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2899_v1_c1	-	3742108	-	MOBP	-	-	Mobilizable
AI2899_v1_c2	-	1329854	-	-	-	-	Non-mobilizable
AI2899_v1_c3	-	173396	-	-	-	-	Non-mobilizable
AI2899_v1_c4	G1	117810	IncFIB,IncFIIA,IncFII,IncFIA	MOBF	MPF_F	MOBF	Conjugative
AI2899_v1_c5	-	46441	-	-	-	-	Non-mobilizable
AI2899_v1_c6	-	23397	-	-	-	-	Non-mobilizable
AI2899_v1_c7	G576	3165	-	-	-	-	Non-mobilizable
AI2899_v1_c8	G577	820	-	-	-	-	Non-mobilizable
AI2900_v1_c1	-	5357505	-	-	MPF_T	-	Non-mobilizable
AI2900_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2900_v1_c3	G1	51318	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2901_v1_c1	-	5347869	-	-	MPF_T	-	Non-mobilizable
AI2901_v1_c2	G1	221878	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2901_v1_c3	G1	114840	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2901_v1_c4	G1	52237	IncN	MOBF	MPF_T	MOBF	Conjugative
AI2901_v1_c5	G578	3991	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2902_v1_c1	-	5362337	-	-	MPF_T	-	Non-mobilizable
AI2902_v1_c2	G1	165225	IncFIB,IncFII,IncFII	-	MPF_F	-	Non-mobilizable
AI2902_v1_c3	G1	58905	IncL/M	MOBP	MPF_I	-	Conjugative
AI2902_v1_c4	G1	50985	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2903_v1_c1	-	5392515	-	-	-	-	Non-mobilizable
AI2903_v1_c2	G1	255644	IncFIB,IncFII,rep_cluster_959,IncFII	MOBF	MPF_F	-	Conjugative
AI2903_v1_c3	G579	7836	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2903_v1_c4	G580	3991	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2904_v1_c1	-	4685927	-	-	-	-	Non-mobilizable
AI2904_v1_c2	G1	105272	IncL/M	MOBP	MPF_I	-	Conjugative
AI2904_v1_c3	G1	58318	IncFII,IncR	-	-	-	Non-mobilizable
AI2904_v1_c4	G581	5977	ColRNAI_rep_cluster_1987	MOBP	-	MOBP	Mobilizable
AI2905_v1_c1	-	4749841	-	-	-	-	Non-mobilizable
AI2905_v1_c2	G1	190742	IncFII,IncFIB	-	MPF_F	-	Non-mobilizable
AI2905_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2905_v1_c4	G946	33826	IncX4	MOBP	MPF_T	-	Conjugative
AI2905_v1_c5	G1006	11244	-	-	-	-	Non-mobilizable
AI2905_v1_c6	-	10592	-	-	-	-	Non-mobilizable
AI2906_v1_c1	-	5395582	-	-	-	-	Non-mobilizable
AI2906_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2906_v1_c3	G582	2927	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2907_v1_c1	-	5379218	-	-	MPF_T	-	Non-mobilizable
AI2907_v1_c2	G1	237536	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2907_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2908_v1_c1	-	5376086	-	-	MPF_T	-	Non-mobilizable
AI2908_v1_c10	G583	455	-	-	-	-	Non-mobilizable
AI2908_v1_c11	G584	329	-	-	-	-	Non-mobilizable
AI2908_v1_c2	G1	242551	IncFII,IncFII,IncFIB	MOBF	MPF_F	MOBP	Conjugative
AI2908_v1_c3	G1	140302	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2908_v1_c4	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2908_v1_c5	G585	9294	ColRNAI_rep_cluster_1857	MOBC	-	-	Mobilizable
AI2908_v1_c6	G586	4471	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2908_v1_c7	G587	1775	-	-	-	-	Non-mobilizable
AI2908_v1_c8	G588	1724	-	-	-	-	Non-mobilizable
AI2908_v1_c9	G934	1600	-	-	-	-	Non-mobilizable
AI2909_v1_c1	-	5366284	-	-	MPF_T	-	Non-mobilizable
AI2909_v1_c2	G1	136203	rep_cluster_1418,IncFII	MOBF	MPF_F	-	Conjugative
AI2909_v1_c3	G1	98834	IncL/M	MOBP	MPF_I	-	Conjugative
AI2909_v1_c4	G1	38130	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2910_v1_c1	-	5381590	-	-	MPF_T	-	Non-mobilizable
AI2910_v1_c2	G1	186027	IncFII,IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2910_v1_c3	G1	57514	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2911_v1_c1	-	3203552	-	-	-	-	Non-mobilizable
AI2911_v1_c10	-	124	-	-	-	-	Non-mobilizable
AI2911_v1_c11	-	119	-	-	-	-	Non-mobilizable
AI2911_v1_c2	-	2019078	-	-	-	-	Non-mobilizable
AI2911_v1_c3	G1	70603	-	-	-	-	Non-mobilizable
AI2911_v1_c4	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2911_v1_c5	G1068	6866	-	-	-	-	Non-mobilizable
AI2911_v1_c6	G589	2927	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2911_v1_c7	G590	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2911_v1_c8	G591	767	-	-	-	-	Non-mobilizable
AI2911_v1_c9	-	129	-	-	-	-	Non-mobilizable
AI2912_v1_c1	-	5594246	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2912_v1_c2	G1	52216	IncL/M	-	MPF_I	-	Non-mobilizable
AI2912_v1_c3	G592	2927	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2913_v1_c1	-	5059556	-	-	-	-	Non-mobilizable
AI2913_v1_c2	G1	191161	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2913_v1_c3	G1	52582	IncL/M	-	MPF_I	-	Non-mobilizable
AI2914_v1_c1	-	5381555	-	-	MPF_T	-	Non-mobilizable
AI2914_v1_c2	G1	242086	IncH,rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2914_v1_c3	G1	145293	IncFIB,IncFII,IncFII	MOBF	MPF_F	-	Conjugative
AI2914_v1_c4	G1	86446	IncR	MOBF,MOBP	MPF_T	MOBF	Conjugative
AI2914_v1_c5	G593	2308	-	-	-	-	Non-mobilizable
AI2914_v1_c6	G594	1040	-	-	-	-	Non-mobilizable
AI2914_v1_c7	G595	736	-	-	-	-	Non-mobilizable
AI2914_v1_c8	G596	179	-	-	-	-	Non-mobilizable
AI2915_v1_c1	-	4801035	-	-	-	-	Non-mobilizable
AI2915_v1_c2	G1	281171	IncH,rep_cluster_1088	MOBH	MPF_F	MOBH	Conjugative
AI2915_v1_c3	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2915_v1_c4	G597	4853	ColRNAI_rep_cluster_1987	MOBP,MOBP	-	MOBP	Mobilizable
AI2915_v1_c5	G598	2496	ColRNAI_rep_cluster_1857	-	-	MOB_unknown,MOBP	Mobilizable
AI2916_v1_c1	-	2053118	-	-	-	-	Non-mobilizable
AI2916_v1_c10	-	10592	-	-	-	-	Non-mobilizable
AI2916_v1_c11	G599	1656	-	-	-	-	Non-mobilizable
AI2916_v1_c2	-	1678846	-	-	-	-	Non-mobilizable
AI2916_v1_c3	-	570901	-	-	-	-	Non-mobilizable
AI2916_v1_c4	-	434266	-	-	-	-	Non-mobilizable
AI2916_v1_c5	G1	162932	IncFII,IncFIB	-	MPF_F	-	Non-mobilizable
AI2916_v1_c6	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2916_v1_c7	G1069	48034	-	-	-	-	Non-mobilizable
AI2916_v1_c8	G600	22828	-	-	-	-	Non-mobilizable
AI2916_v1_c9	G1099	11244	-	-	-	-	Non-mobilizable
AI2917_v1_c1	-	5590497	IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2917_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2917_v1_c3	G601	2927	rep_cluster_2050,ColRNAI_rep_cluster_1987	-	-	-	Non-mobilizable
AI2918_v1_c1	-	5811774	-	-	-	-	Non-mobilizable
AI2918_v1_c2	G1	165787	IncFIB,IncFII,IncFII	-	-	-	Non-mobilizable
AI2918_v1_c3	G28	107836	IncFIB	-	-	-	Non-mobilizable
AI2918_v1_c4	G1	64401	IncL/M	MOBP	MPF_I	-	Conjugative
AI2918_v1_c5	G1	33557	IncU	-	-	-	Non-mobilizable
AI2918_v1_c6	G602	6396	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2918_v1_c7	G603	2495	ColRNAI_rep_cluster_1987	-	-	MOB_unknown	Mobilizable
AI2919_v1_c1	-	5390599	-	-	MPF_T	-	Non-mobilizable
AI2919_v1_c10	G604	356	-	-	-	-	Non-mobilizable
AI2919_v1_c11	G605	135	-	-	-	-	Non-mobilizable
AI2919_v1_c2	G1	203740	IncH,rep_cluster_1150	MOBH	MPF_F	-	Conjugative
AI2919_v1_c3	G1	168528	IncFII,IncFII,IncFIB	MOBF	MPF_F	-	Conjugative
AI2919_v1_c4	G1	52407	IncR	MOBP,MOBF	MPF_T	MOBF	Conjugative
AI2919_v1_c5	G606	1675	-	-	-	-	Non-mobilizable
AI2919_v1_c6	G607	1506	ColRNAI_rep_cluster_1885	-	-	-	Non-mobilizable
AI2919_v1_c7	G608	1294	-	-	-	-	Non-mobilizable
AI2919_v1_c8	G609	1196	-	-	-	-	Non-mobilizable
AI2919_v1_c9	G610	357	-	-	-	-	Non-mobilizable
AI2920_v1_c1	-	5567936	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2920_v1_c2	G1	65499	IncL/M	MOBP	MPF_I	-	Conjugative
AI2920_v1_c3	G611	2927	ColRNAI_rep_cluster_1987,rep_cluster_2050	-	-	-	Non-mobilizable
AI2921_v1_c1	-	5451465	-	-	MPF_T	-	Non-mobilizable
AI2921_v1_c2	G1	224789	IncFIB,IncFII	MOBF	MPF_F	-	Conjugative
AI2921_v1_c3	G1	63589	IncL/M	MOBP	MPF_I	-	Conjugative
AI2921_v1_c4	G17	40104	IncN	MOBF	MPF_T	-	Conjugative
AI2921_v1_c5	G612	4593	ColRNAI_rep_cluster_1857	MOBP	-	MOBP	Mobilizable
